epochs,n_samples,losses/opt1/fit/coeff,losses/opt1/fit/value,losses/opt1/value,metrics/batch_index,metrics/batch_size,images,checkpoint_tune,checkpoint_size,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config/name,config/base_dir,config/db_name,config/sources,config/log_sys_usage,config/_gin__hid__choice,config/_gin__lr__loguniform,config/_gin__pow__uniform,time_since_restore,timesteps_since_restore,iterations_since_restore,perf/cpu_util_percent,perf/ram_util_percent,trial_id,experiment_tag,perf/gpu_util_percent0,perf/vram_util_percent0
49900,341,1.0,0.9115907549858093,0.9115907549858093,0,-1,,,,0.34045982360839844,,False,,,500,87c1e080619c45b5938ac517976235fb,2021-01-20_08-38-23,1611131903,355.0306339263916,126459,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_08_32_21,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.00026810722580067103,3.116195323087316,355.0306339263916,0,500,,,03c38_00002,"2__gin__hid__choice=1,_gin__lr__loguniform=0.00026811,_gin__pow__uniform=3.1162",,
49900,341,1.0,,,0,-1,,,,0.5350840091705322,,False,,,500,516d244005bd4ee395f9d435973ea850,2021-01-20_08-38-14,1611131894,346.4516475200653,126458,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_08_32_21,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,3,0.0005963753752232139,0.1592702756662977,346.4516475200653,0,500,,,03c38_00003,"3__gin__hid__choice=3,_gin__lr__loguniform=0.00059638,_gin__pow__uniform=0.15927",,
49900,341,1.0,0.5247992873191833,0.5247992873191833,0,-1,,,,0.5926272869110107,,False,,,500,d4ff58e179344ee38f6fa28f3f07e9e5,2021-01-20_07-19-48,1611127188,364.169557094574,101051,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_13_38,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.0009332506709252955,3.9157081212048195,364.169557094574,0,500,82.0,24.7,04939_00000,"0__gin__hid__choice=1,_gin__lr__loguniform=0.00093325,_gin__pow__uniform=3.9157",,
49900,341,1.0,1.7268177270889282,1.7268177270889282,0,-1,,,,0.4203648567199707,,False,,,500,af34d2a917ac4eb4ad454d5fc92f5740,2021-01-20_07-19-53,1611127193,369.16007447242737,101049,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_13_38,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.0373328951284279,2.1822854895030317,369.16007447242737,0,500,,,04939_00001,"1__gin__hid__choice=1,_gin__lr__loguniform=0.037333,_gin__pow__uniform=2.1823",,
49900,341,1.0,,,0,-1,,,,0.45812177658081055,,False,,,500,28fdfbe8bebd457087f5ba701d087953,2021-01-20_07-19-26,1611127166,342.05300545692444,101050,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_13_38,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,3,0.0009234854265433433,0.8156319585481326,342.05300545692444,0,500,,,04939_00002,"2__gin__hid__choice=3,_gin__lr__loguniform=0.00092349,_gin__pow__uniform=0.81563",,
49900,341,1.0,1.3114944696426392,1.3114944696426392,0,-1,,,,0.418548583984375,,False,,,500,b0adf01abb3c4692b59a52a52eca6ec9,2021-01-20_07-20-05,1611127205,381.0106027126312,101048,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_13_38,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.021607553322264342,2.5691188619431835,381.0106027126312,0,500,,,04939_00003,"3__gin__hid__choice=1,_gin__lr__loguniform=0.021608,_gin__pow__uniform=2.5691",,
49900,341,1.0,,,0,-1,,,,0.5469069480895996,,False,,,500,acf2475329e34b09914d60d01fa23a56,2021-01-20_07-12-15,1611126735,337.190806388855,98659,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_06_31,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,4,0.000980949580228996,0.23068363158335314,337.190806388855,0,500,96.5,25.6,06383_00000,"0__gin__hid__choice=4,_gin__lr__loguniform=0.00098095,_gin__pow__uniform=0.23068",,
49900,341,1.0,0.0017688636435195804,0.0017688636435195804,0,-1,,,,0.4644286632537842,,False,,,500,f7b1421850054fdd855815877f1e14f5,2021-01-20_07-13-21,1611126801,403.2166142463684,98660,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_06_31,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.00037636747315339424,3.669410060701941,403.2166142463684,0,500,55.2,22.9,06383_00001,"1__gin__hid__choice=2,_gin__lr__loguniform=0.00037637,_gin__pow__uniform=3.6694",,
49900,341,1.0,,,0,-1,,,,0.5594210624694824,,False,,,500,5e149dc260b045afbfc0883b46ec7aa2,2021-01-20_07-12-14,1611126734,336.5544447898865,98657,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_06_31,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,3,0.04371802095374007,0.7755617456474643,336.5544447898865,0,500,96.2,25.6,06383_00002,"2__gin__hid__choice=3,_gin__lr__loguniform=0.043718,_gin__pow__uniform=0.77556",,
49900,341,1.0,2.858874950106838e-07,2.858874950106838e-07,0,-1,,,,0.56697678565979,,False,,,500,ef7d4beed27f47de8d53b26caa0e9e78,2021-01-20_07-13-25,1611126805,407.1212170124054,98658,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_07_06_31,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.0036006496161084616,2.3134000440491302,407.1212170124054,0,500,41.1,21.6,06383_00003,"3__gin__hid__choice=2,_gin__lr__loguniform=0.0036006,_gin__pow__uniform=2.3134",,
49900,341,1.0,8.711013854689753e-11,8.711013854689753e-11,0,-1,,,,0.5274639129638672,,False,,,500,051bc8dd1b634ddfa968cc435467103f,2021-01-20_07-06-18,1611126378,408.0808947086334,96323,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_06_59_24,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,4,0.006149741124137028,1.4034427567478376,408.0808947086334,0,500,,,074d4_00000,"0__gin__hid__choice=4,_gin__lr__loguniform=0.0061497,_gin__pow__uniform=1.4034",,
49900,341,1.0,,,0,-1,,,,0.5257501602172852,,False,,,500,b979cc50833a4489be3add09a098989a,2021-01-20_07-05-06,1611126306,336.4257879257202,96326,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_06_59_24,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,3,0.07231336563621604,0.4191243386868685,336.4257879257202,0,500,98.1,25.2,074d4_00001,"1__gin__hid__choice=3,_gin__lr__loguniform=0.072313,_gin__pow__uniform=0.41912",,
49900,341,1.0,1.723648190498352,1.723648190498352,0,-1,,,,0.41361570358276367,,False,,,500,8fdee02f585c4cf98177904d1c8b5613,2021-01-20_07-05-36,1611126336,366.1048381328583,96324,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_06_59_24,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.005946398706654979,2.1213138310019257,366.1048381328583,0,500,,,074d4_00002,"2__gin__hid__choice=1,_gin__lr__loguniform=0.0059464,_gin__pow__uniform=2.1213",,
49900,341,1.0,,,0,-1,,,,0.5201513767242432,,False,,,500,0bb5e4e025854b909ab3b3ce14c433a8,2021-01-20_07-05-04,1611126304,333.6816108226776,96325,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_06_59_24,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.008917218545490404,0.44590231978808403,333.6816108226776,0,500,96.5,25.2,074d4_00003,"3__gin__hid__choice=2,_gin__lr__loguniform=0.0089172,_gin__pow__uniform=0.4459",,
49900,341,1.0,4.02814245223999,4.02814245223999,0,-1,,,,1.882514476776123,,False,,,500,d433cb09d3cb4ba08d457be0860c168d,2021-01-20_04-49-03,1611114543,1451.671046257019,27179,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.003553831832999104,1.3022670611103648,1451.671046257019,0,500,69.95,34.9,07819_00000,"0__gin__hid__choice=1,_gin__lr__loguniform=0.0035538,_gin__pow__uniform=1.3023",0.005,0.10205078125
49900,341,1.0,,,0,-1,,,,1.992337942123413,,False,,,500,9cda41b5ff6746aabf0ef0a4a5af4c49,2021-01-20_04-48-06,1611114486,1395.5099260807037,27183,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.06769648024776266,0.930768132347775,1395.5099260807037,0,500,80.65,45.05,07819_00001,"1__gin__hid__choice=2,_gin__lr__loguniform=0.067696,_gin__pow__uniform=0.93077",0.01,0.10205078125
49900,341,1.0,,,0,-1,,,,3.2877373695373535,,False,,,500,14e3ac4e502f4fdc89d982dbe811fc8a,2021-01-20_04-47-35,1611114455,1364.994059562683,27187,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,1,0.02212299497680123,0.6861461799801137,1364.994059562683,0,500,86.43333333333334,48.56666666666666,07819_00002,"2__gin__hid__choice=1,_gin__lr__loguniform=0.022123,_gin__pow__uniform=0.68615",0.0033333333333333335,0.10205078125
49900,341,1.0,3.521895969305078e-11,3.521895969305078e-11,0,-1,,,,1.0019924640655518,,False,,,500,6e1cafce5f184aa3aa7798841051f56c,2021-01-20_04-52-15,1611114735,1644.454365491867,27178,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,4,0.007726984637450158,3.522797152932023,1644.454365491867,0,500,13.6,17.8,07819_00003,"3__gin__hid__choice=4,_gin__lr__loguniform=0.007727,_gin__pow__uniform=3.5228",0.0,0.10205078125
49900,341,1.0,1.4340237379074097,1.4340237379074097,0,-1,,,,0.9811820983886719,,False,,,500,98a53fa357d14789bfa42071e19f6eb5,2021-01-20_04-50-11,1611114611,1521.5435104370117,27177,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.021146634524892727,1.1823800577673107,1521.5435104370117,0,500,46.7,28.0,07819_00004,"4__gin__hid__choice=2,_gin__lr__loguniform=0.021147,_gin__pow__uniform=1.1824",0.0,0.10205078125
49900,341,1.0,0.3234412670135498,0.3234412670135498,0,-1,,,,1.7328388690948486,,False,,,500,d5ed33cf073a4f368d1be58835412685,2021-01-20_04-49-10,1611114550,1460.835054397583,27184,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.0009217146138968473,1.5960602803387074,1460.835054397583,0,500,70.55,33.15,07819_00005,"5__gin__hid__choice=2,_gin__lr__loguniform=0.00092171,_gin__pow__uniform=1.5961",0.005,0.10205078125
49900,341,1.0,,,0,-1,,,,2.678846597671509,,False,,,500,eda502e9adae4c20a5ca79542c99e81c,2021-01-20_04-48-02,1611114482,1390.3538064956665,27182,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.00673012874302492,0.24335632194051132,1390.3538064956665,0,500,82.65,45.1,07819_00006,"6__gin__hid__choice=2,_gin__lr__loguniform=0.0067301,_gin__pow__uniform=0.24336",0.005,0.10205078125
49900,341,1.0,,,0,-1,,,,2.313422203063965,,False,,,500,a45108e73f4d428e9e2e8aabcdcdff92,2021-01-20_04-48-02,1611114482,1392.652792930603,27181,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,3,0.004057295871927355,0.1658712160756633,1392.652792930603,0,500,82.6,45.1,07819_00007,"7__gin__hid__choice=3,_gin__lr__loguniform=0.0040573,_gin__pow__uniform=0.16587",0.005,0.10205078125
49900,341,1.0,1.2403651226122747e-06,1.2403651226122747e-06,0,-1,,,,1.5024135112762451,,False,,,500,712c075242344180b31f83184b386557,2021-01-20_04-50-52,1611114652,1561.7603616714478,27176,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,2,0.0071736719968495824,3.034646152558556,1561.7603616714478,0,500,39.400000000000006,24.6,07819_00008,"8__gin__hid__choice=2,_gin__lr__loguniform=0.0071737,_gin__pow__uniform=3.0346",0.005,0.10205078125
49900,341,1.0,0.032258063554763794,0.032258063554763794,0,-1,,,,1.1790428161621094,,False,,,500,1815c3f51a794c2ea242aa155d3ce7f0,2021-01-20_04-51-09,1611114669,1576.428364276886,27180,sergeivolodin,172.28.242.56,progressbar_search_stop_after_completes,/home/sergei/git/science/causality-disentanglement/results/progressbar_search_stop_after_completes/2021_01_20_03_24_39,causal_sparse,"['/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/home/sergei/git/science/causality-disentanglement/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,4,0.027337342005894338,1.7902224127979465,1576.428364276886,0,500,27.1,21.2,07819_00009,"9__gin__hid__choice=4,_gin__lr__loguniform=0.027337,_gin__pow__uniform=1.7902",0.01,0.10205078125
49900,341,1.0,0.032258063554763794,0.032258063554763794,0,-1,,,,0.8446521759033203,,False,,,500,6ef4453220b643a6885ab9ddd2a01c8e,2021-01-20_05-55-17,1611122117,441.4097318649292,73345,793d67778520,172.28.0.2,progressbar_search_stop_after_completes,/root/causality-disentanglement-rl/results/progressbar_search_stop_after_completes/2021_01_20_05_47_50,causal_sparse,"['/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/progressbar_search.gin', '/root/causality-disentanglement-rl/sparse_causal_model_learner_rl/configs/stop_after_completes.gin']",True,3,0.00042109208083494895,2.43259994141016,441.4097318649292,0,500,79.55000000000001,19.9,07dd5_00000,"0__gin__hid__choice=3,_gin__lr__loguniform=0.00042109,_gin__pow__uniform=2.4326",,
